input.sentences,output.sentences,persona.age
"['the fourth of july fireworks were spectacular this year .', 'there were a variety of colors that lit up the sky .', 'at one point | the fireworks covered the entire viewing area .', 'as the finale approached | more and more fireworks filled the sky .', 'the finale was our favorite part | and everyone stared in amazement .']","['The fireworks at July fourth were spectacular', 'There was variety of fireworks lit in the sky and they were beautiful', 'My friends and i stood there viewing the fireworks the entire night', 'The finale ended with fireworks been displayed in the sky', 'The last fireworks at the finale stared the occasion']",35-44
"['at a giant book fair .', 'the children love to draw .', 'here are some of the many books here .', 'here is an older child drawing a very nice picture', 'here is a bunch of kids drawing .']","['Today at school, there was a giant book fair.', 'The children loved to draw.', 'They each got to choose a book.', 'They even displayed the nice pictures and drawings.', 'The kids were drawing a bunch.']",18-24
"['the night lights were bright for the party among friends .', 'they entertained each other with live music .', 'some instruments were less traditional for late night events .', 'but attendees enjoyed the evening regardless .', 'they had the chance to demonstrate their best musical talents .']","['The party was at night with pretty lights.', 'The live music entertained us.', 'They played traditional music late into the night.', 'The attendess enjoyed the evening.', 'They were able to demostrate their musical talents.']",45-54
"['today [female] and mick arrived for their honeymoon .', 'they had a romantic villa hotel room for their stay .', 'behind their hotel was some unique plants .', 'mick and [female] spent an entire day at the beach .', 'they stayed at the beach and watched the sunset on their first day of being married .']","['Bill and Jodie just bought the building behind them.', 'This is the top floor balcony.', 'Jodie loves the back yard.', 'It is only 5 minutes from the beach!', 'Bill and Jodie picked a great place to retire.']",25-34
"['the couple had just gotten married .', 'people took lots of pictures at their wedding .', 'the best man made his speech .', ""they had cake and smothered it on each other 's faces ."", 'the celebrated their marriage with a toast of champagne .']","['They had all waited for the day Luke and Cindy got married.', 'Her parents were very excited and took a lot of pictures.', 'The groom gave a very inappropriate speach.', 'The couple shoved cake in eachothers faces as per tradition.', 'They danced the rest of the night away.']",18-24
"['we enjoyed a day at the marina .', 'there was a beautiful park and place to walk or sit near the water .', 'lots of different types of boats were at the docks .', 'i liked seeing the rocks and cement anchors .', 'i think this playground has been here for awhile .']","['He had a great time on the hike.', 'He had a great time on the hike.', 'He had a great time on the hike.', 'He had a great time on the hike.', 'He had a great time on the hike.']",25-34
"['the artwork was ecclectic and diverse .', 'many images were of half animal and half human creatures .', 'ladies in mermaid form were intriguing .', 'some resembled mythical figures .', 'there was probably a legend behind many characters .']","['The artwork was diverse and ecclectic.', 'The images were half human.', 'The ladies who played the meramaids were intruiging.', 'They resembled mythical creatures.', 'The characters were that of legends.']",45-54
"['i woke up and decided it was time to get the sled out .', 'we played in the snow all day and had a blast .', 'we took a break to warm up and have a quick dinner .', 'my cousin decided to bundle up and join in the fun afterwards .', ""there 's nothing like a little night sledding with family .""]","['She woke up and knew it was time to break out the sled.', 'She played all day in the snow.', 'She stopped to warm up and eat a quick dinner.', 'Her friend decided to join her for the fun.', 'The whole family went sledding that night.']",55-74
"['the gay pride parade this year was especially festive .', 'there was lots of musicians playing jazzy songs .', 'a large crowd lined the street to view the festivities .', 'a colorful man taught a boy to dance while concerned bystanders watched .', 'a magician levitated wine glasses above a volunteers head .']","['Many people were drawn by the gay pride parade for the performers.', 'They saw local musicians playing wild songs.', 'They had a view of a parade route lined with odd sights.', 'They watched dancers teach dance to three year-olds.', 'They drank wine and watched volunteer magicians.']",55-74
"['we were really excited to kick the night off .', 'there were a lot of old friends there .', 'however there were some new ones too .', 'people got a little goofy at times .', 'it was such a fun night .']","['We met up with Anna and Ben for drinks.', 'Clair and Sofia were there too.', 'Anna and Ben found Sarah, a friend from college, at the pool table and she joined us.', 'After that, things got a little out of hand.', ""No one is exactly sure how we got home, but we're all alive so that's what matters.""]",25-34
"['i went to the concert yesterday .', 'i had a great time .', 'the band members were very talented .', 'it was a comeback tour .', 'it was a lot of fun .']","['THEY SING A SONG', 'THEY SING A SONG', 'THEY SING A SONG', 'THEY SING A SONG', 'THEY SING A SONG']",18-24
"['the family walked around and looked at the buildings .', 'they stopped and posed for pictures before going forward on their journey', 'they saw a lake and decided to take a closer look', 'they walked over the bridge to get a closer look at the ducks', 'they ended their day with a game at the park . overall it was a fun day']","['My family took a walk.', 'My brother posed for a picture.', 'We got closer to the lake.', 'We walked along a red fence.', 'The kids played ball in the park.']",18-24
"['i took all my dogs on the trip .', 'i needed them for my sled .', 'they were all very excited .', 'i fed them and then i hooked them up to my sled .', 'it was time to get to work .']","['This trip was going to need sled dogs.', 'People were getting their sleds into place.', 'Dogs and people were all getting excited.', 'They fed the dogs and then hooked them up to the sled.', 'It was about time for the race to start.']",25-34
"['getting very drunk before going out .', 'we danced all night long .', 'my favorite type of flowers at the club .', 'great music | and great people to be around .', '[male] was here | and he looked amazing .']","['The girl at the party took a picture as she was about to have a drink..', 'The girl danced the night away with her best friends.', 'The girl picked her favorite flower and did a pose.', 'The girl enjoyed the people and the music.', 'The girl notice a cute male at the party and thought he looked amazing.']",25-34
"['the science museum is wonderful', 'there was amazing stuff', 'everyone had a great time', 'science is incredible', 'i cant wait to go back']","['Contraptions can be very mechanical in nature.', 'Contraptions can also be complex, using the newst technology.', 'Some designs are made to take us into the future and space.', 'Some inventions are challenge our expectation of everyday objects.', 'And some inventions expand our expectations of what we want our everyday objects to do.']",45-54
"['i went out for a night in the city .', 'there were may people out in downtown that night .', 'there were also many birds in the sky .', 'everyone had brought pillows with them .', 'they were having a giant pillow fight in the middle of the city .']","['We took a trip to Europe.', 'This trip took us to  a pillow fighting contest.', 'We found it because we found several feathers flying in the air.', 'Everyone appeared to be having so much fun.', 'At the end though the square was filled with feathers.']",35-44
"['we took the kids to the fair at the local church . first up was a painting class .', 'after the painting class the kids played in the bouncy house .', 'the kids were getting tired so we decided to get their faces painted .', 'then the kids spent some time at another booth talking to the people who were in charge .', 'the day ended with some lovely music .']","['She was painting with the local kids.', 'They played after painting with other kids.', 'Once tired, the parents painted faces for the kids.', 'They took time talking to the parents about the time they spent on vacation.', 'The music they played was a lovely addition to the day.']",18-24
"[""we went to the city for new year 's eve ."", 'the harbor was beautiful .', 'there were a lot of people gathered .', 'despite the cold | the swans were swimming .', 'at midnight there was a spectacular fireworks show .']","['IT IS A  NIGHT TIME', 'IT IS ALSO A NIGHT TIME', 'THE PEOPLES ARE SOME DOING', 'THE DUCK IN WATER', 'IT IS A COLOURFUL LIGHTS']",25-34
"['last night | i went to an inspirational workshop .', 'there were a lot of people there to be inspired .', 'the speakers were great .', 'afterwards | we had a reception .', 'there | i got to meet more people who had become successful with the help of the program .']","['He had a great time on the hike.', 'He had a great time on the hike.', 'He had a great time on the hike.', 'He had a great time on the hike.', 'He had a great time on the hike.']",25-34
"['students were getting excited for their graduation ceremony .', 'family and friends were invited to have food beforehand .', 'the commencement began with an opening speech .', 'the students continued to listen to all the speeches from the faculty .', 'the students began to walk across the stage to obtain their diploma .']","['His mom was so proud of him.', 'His mom was so proud of him.', 'His mom was so proud of him.', 'His mom was so proud of him.', 'His mom was so proud of him.']",35-44
"['wedding day ! all the guests have arrived and are anticipating the beautiful bride walking down the isle .', 'the cameraman is ready to catch it all .', 'the bride makes her appearance | and she looks stunning !', 'after the ceremony lots of wedding photos are taken .', 'the reception was full of fun and laughter for the happy couple .']","['THE WEDDING IS ABOUT TO START AND EVERYONE IS WAITING FOR THE BRIDE TO COME DOWN THE AISLE', 'THE CAMERAMAN IS READY TO CATCH ALL THE PERFECT MOMENTS OF THIS HAPPY EVENT', 'SHE JUST MAKES AN ABSOLUTE STUNNING BRIDE.', 'AFTER THE WEDDING CEREMONY LOTS OF PICTURES WHERE TAKEN', 'THE RECEPTION WAS FULL OF LAUGHTER AND HAPPY PEOPLE IT WAS A WONDERFUL EVENT']",45-54
"['when the girls come over | we have a lot of wine .', 'i fix a big bowl of strawberries with chocolate and grapes .', '[female] can always be counted on to get up and sing .', 'the girls sure love their strawberries .', 'by the end of the night | the plate is empty and the girls are full .']","['The girls got together and drank a lot of wine.', 'They also got their fix of fruit, and snacked on strawberries and grapes.', 'The group counted two females who got up to sing for entertainment.', 'The girls loved the strawberries and karaoke.', 'It was a good night, and the girls left an empty plate.']",18-24
"['usually it is just bad news that comes out of plane crashes .', 'people looking at this picture might think the same is true of this .', 'however | the two people on board were able to parachute out before the plane crashed .', 'while the crashed plane is a devastating loss | the safety of the pilots and their story of survival is a miracle .', ""this can be replaced | and they can not be . i think at the end of the day | it 's all good !""]","['The news broadcasted the tragic news of a plane crash.', 'A true devastating weight crushed the loved ones of the victims once they heard.', 'A new piece of news filtered through mentioning ""parachute"" and ""lone survivor.""', 'One passenger made it to the ground safely, the survival story.', 'People grasped on to the news, like the last grain of hope, finding peace in at least one piece of good news among the destruction.']",18-24
"['this was the hotel we were staying in for the olympics .', 'we had to drive all the way down the road to park .', 'a lot of the apartment buildings were rented out for the event .', 'there were not a lot of people around yet .', 'the sign was up and ready .']","['I was driving around the town where the olympic games were to be played and noticed this hotel on the corner.', 'Not being too familiar with the place I continued to drive as i noticed how barren the town looked.', 'I will say it was a clean place, probably done so that all of the visitors would give them high marks for their hospitality.', 'So remarkable , how big the city is and even more so how the environment lends itself to a myriad of living and sculptural designs to facilitate the olympic styles of the pr=erformers.', 'The olympic symbol over near  the dome really let us know that we were in the right place.']",55-74
"['the job fair was different and interesting .', 'the companies sat and had round robin discussions .', 'we were able to talk with them and they could tell us what they were looking for in an employee .', 'afterwards the interviews were very casual .', 'i am glad i went and am looking forward to my new job .']","['You meet interesting people at job fairs, although they can be stressful too.', 'This part of the fair involved sitting and listening to experts and then sharing in a round robin.', 'Part of the fair involved play-acting casual interviews and preparing for the real thing.', 'Having a talk with a real potential employer, as a possible employee, is exhilerating, but also scarey.', 'I am glad I went to this fair, because I got several job offers and my prospects look good, going forward.']",45-54
"['today we had a color scavenger hunt at my school . i found a red chair for red .', 'outside i found yellow flowers and crossed off another color .', 'green trees meant another one down .', 'here is where i was able to cross off blue .', ""i tried to use this rainbow art decoration for my remaining colors but it did n't count and i lost ...""]","['At school we had a scavenger hunt, and the first thing I had to find was something red.', 'Then yellow, and I found beautiful flowers.', 'Then trees, which meant that I had to find something green.', 'I was able to cross off blue next.', 'The remaining task was something rainbow, and what I found was so pretty I lost track of time.']",35-44
"['the beautiful flower we found on the beach .', 'the beautiful clouds in the sky from the beach .', 'the canal we took to go fishing .', 'the amazing rock with trees growing .', 'a dead fish on the shore .']","['I found a flower that was beautiful', 'The sky was filled with clouds that were beautiful.', 'The ducks are fishing in the canal.', 'The trees on the rock are actually growing!', 'On the shore was a fish who was dead.']",18-24
"['some flapjacks to start the day off right .', 'this was the door to the inn that we stayed at .', 'the outside view of the inn where we stayed .', '[female] making a pose collage at the inn grounds on vacation .', 'this was the house that the caretaker lived in .']","['IT IS A CAKE', 'IT IS A DOOR', 'IT IS A BUILDING', 'IT IS A BUILDING', 'IT IS A BUILDING']",25-34
"['we took at trip through the small town .', 'first we came to a building that had purple flowers growing outside .', 'then we came to a business selling many different types of skies .', 'after that we came to an amazing flower shop .', 'finally we stopped off at a coffee shop to get some coffee .']","['It was a quiet day in a small town.', 'Doug was ready to start his day.', 'As he walked downtown, he noticed a cool fence made out of skis.', 'He made sure that he took time to smell the flowers.', 'He ended his morning with a wonderful cup of coffee.']",25-34
"['a cool day at the pool is what everyone needed in this heat .', 'it was such a fun day at the pool today .', 'getting ready to do a high dive into the water .', 'oops mistook the distance and did a belly flop .', 'peek a boo i see you sitting over there relaxing .']","['The girl dove into the pool.', 'She swam as hard and fast as she could.', 'She then dove a second time into the pool.', 'She had so much fun diving, she did it again!', 'She was tired after all that diving, so she decided to take a break']",25-34
"['[male] was visiting some old ruins', 'the ruins were very old and carried so much history', '[male] went into one of the old temples', '[male] posed by some other old artifacts', 'beautiful ruins john loved his visit']","['Of the tourist visiting the ruins, one was male.', 'The ruins have history carried throughout the years.', 'The temples were visited by the male.', 'People posed, like the male, near the artifacts.', 'Visit the ruins, he loved them.']",18-24
"['today [female] and mick arrived for their honeymoon .', 'they had a romantic villa hotel room for their stay .', 'behind their hotel was some unique plants .', 'mick and [female] spent an entire day at the beach .', 'they stayed at the beach and watched the sunset on their first day of being married .']","['We are on our honeymoon', 'My husband rented a villa', 'we have many plants outside our picture window', 'We spent most of our days on the beach', 'The sunsets are amazing here']",35-44
"['the military cemeteries are full of fallen heroes .', 'a widow pays her respects to her fall husband .', 'she brings a folded flag | a symbol of what he fought and died for .', 'sometimes she will sit and spend some time at the cemetary to reflect .', 'but in the end | she knows she must eventually move on .']","['The rows of headstones stand as erect and well-arranged as the men they represent, as unbowed by the chill in the otherwise beautiful fall day.', 'The goose pimples raised by the cold air and the fallen leaves are nothing to Sylvia as she pays quiet tribute to her fallen husband with such a huge amount of pride and tenderness and loss in her heart.', 'The symbol of all that her Lietenant cherished, family, honor and country are bound in the stars and stripes she holds in her arms.', 'Sitting quietly, Sylvia imagines what she would say to Henry, what news he would want to know.', 'After she tells him about the baby and his mom and the business and how much she misses him she finally gets up and moves away.']",45-54
"['the concert was a lot of fun .', 'after it was finished we were hungry so we went to grab something to eat .', 'we stopped by a restaurant to order food .', 'they had a lot of choices . i had a hard time making a decision .', 'when the food came it was delicious .']","[""Went to my friend's concert tonight to show some support."", ""I'm so proud of how well he plays!"", ""Ya'll shoulda been there because it was LIT with the cover songs."", 'They performed well and entertained well.', 'And the singer was ON FIRE.']",25-34
"[""for the party we used the side table as an `` open '' bar ."", 'the chili took nearly all day | but i am sure it will be a hit .', 'everyone had a great time socializing as more and more guests arrived .', 'once everyone was here | we decided to light the candles on the cake .', 'it was a full house | but the party was a huge success .']","['The table was set for tonights party for the bar drinks.', 'The hit of the day was for sure going to be my special chili.', ""I couldn't wait until it was time for socializing with my guests."", 'WHile it was still light out, we decided to go ahead and put the candles on the cake.', 'It was a success, as the party turnout was huge.']",35-44
"[""everyone gathered for grandma 's birthday ."", 'everyone sang and took pictures .', 'she blew out the candles on the cake .', 'she even got to meet the newest member of the family', 'we gathered for a family photo .']","[""We gathered for the grandma's birthday."", 'We sang and took pictures.', 'We blew out the candles on the cake.', 'We met the family.', 'The family gathered for the photo.']",18-24
"['everyone enjoys the ferris wheel .', 'all the bright lights of the fair are exciting .', 'this won the blue prize ribbon for best architectural design .', 'the spinning racer is a thrill seekers paradise .', 'as you plummet down it almost takes your breath away .']","['The county fair had a bright and colorful Ferris wheel.', 'The sign is turned on for the fair goers.', 'You can see the neighborhood from the highest point of this ride.', 'The racer roller coaster seems to be the funnest ride here.', 'A person takes a picture as they are climbing up the roller coaster hill.']",18-24
"['we finally arrived after a long drive .', 'the boy did some dancing on the way .', 'as well as some spinning on the pole .', 'we saw some beautiful plans .', 'and an artists did a caricature of us before we left .']","['Mommy and baby time on a nice day.', 'He loves to play with his shadow.', 'The activities are endless for him.', 'Enjoying the lanscape on this outting.', 'Time to het a mommy and baby portrait.']",25-34
"['the first day of the convention was so exciting !', 'the girls really enjoyed the pink car | it was just their size .', 'the boys saw a real racecar .', 'before long the storm troopers invaded the scene .', 'the memories of the characters we met here will last a lifetime .']","['the toy stood tall', 'the car didnt move', 'the car was always being worked on', 'starwars people came to take over', 'big fluffy man saves the day']",18-24
"['that guy had a ball .', 'everyone was really interested .', 'there were so many people .', 'they kept taking pictures .', 'it was really bizarre .']","['Today was a parade for footballers, a lot of people brought balls.', 'There were so many people there.', 'The entire street was crowded.', 'There were a lot of people recording things too.', 'I enjoyed seeing everyone enjoy their favorite players.']",25-34
"['our bedroom for the next two weeks .', 'eating breakfast before going out .', 'view from our balcony .', 'getting on a ferry to cross the island .', 'visiting the queens town gardens .']","['My family and I took a boat out for a day trip.', 'It was a nice boat it even had a place to eat at.', 'The sights in town on the bay were so nice.', 'I loved seeing the bigger boats in the water.', 'We ended the day by going to a nice garden, it was so nice.']",25-34
"['[male] is taking a picture of himself in the bathroom .', 'when he is done | he decides to take a picture with a neighbor .', 'he then takes a picture with his mom and dad .', 'his mom decides to shape his hair up a little bit for his trip out of town .', ""he 's takes another picture of himself while he is on his trip .""]","['The guy likes taking pictures.', 'He decides to take a selfie of him and the neighbor.', 'He also takes a selfie of him and his mom at the garage sale.', 'Before any more pictures, he made a quick trip to town to have his hair shaped.', 'Ready to go on his next trip he takes a selfie of himself.']",55-74
"['this family decided to go on a ski trip .', 'these two sister decided to take out on their own and look to be having lots of fun .', 'she fell as she was trying to ski down the cliff .', 'this group here decided to to have some fun together learning how to ski .', 'this one decided to go out on his own .']","['It was their first ski trip together.', 'They gathered outside the wildlife refuge.', 'Little Jimmy was having trouble with his snow shoes.', 'But everyone got the hang of it as they went.', 'They hiked and skied all day.']",25-34
"[""the farmer 's union convention took place today ."", 'the oldest union members were granted certificates .', 'he spoke with the family members of the union leaders .', 'het met with the kids to hear about their interests .', 'she demonstrated an idea for the leader .']","['His mom was so proud of him.', 'His mom was so proud of him.', 'His mom was so proud of him.', 'His mom was so proud of him.', 'His mom was so proud of him.']",25-34
"['took a trip to a place we called old tree when i was a kid .', 'this tree brings back memories .', 'strolling along i can remember a time when we camped and had fun here .', ""now i come back as a grown up and ca n't wait to bring my family here ."", 'watching all the people play makes me want to get married .']","['That looks like the Weeping Willow that we had in my front yard when I was a kid.', 'This tree reminds me of a stormy day when we ran for shelter', ""I love the beach when it's quiet and the tide is in."", 'We are fortunate to have water and the beautiful mountains.', 'A rainbow is forming!']",55-74
"['today we went to see a show on the beach .', 'the band gathered up front .', 'they started playing .', 'then we had a speaker .', 'more and more people stopped to walked .']","['I went t event on the beach.', 'We gathered the band in the front and then sat down.', 'They started playing beach appropriate songs.', 'The speaker spoke of music commonly heard at the beach.', ""We thought he'd just walk away, but he stopped the people to thank them for coming.""]",35-44
"['high tables are set up now .', 'nice blue and purple hues for decoration', 'purple table cloth really worked with this set up', ""this chocolate fountain will be everyone 's favorite"", 'waiting for the guests to arrive | everything is set .']","['Preparation of for a major expensive event begins simple with tables and chairs.', 'But one by new things are added, like table cloths.', 'And then ornate table decorations, like the tower of light.', 'And the most excellent decorations are at the sign-in table, with pens and stationary, all to make a good first impression.', 'The bigger the event, the more preparations have to me, each table set with acoutrements suitable for the occasion.']",55-74
"['the ocean has been dissipating off the coast for years now .', 'from it we got a lot more beach .', 'enough beach to actually walk on . this used to be all water .', 'the fence used to indicate deep water but now just looks like a normal fence .', 'you could even see boats once sunken on the shore .']","['It was a beautiful day for a trip to the beach.', 'The tide was low and the waves were calm.', 'There were hardly any people on the beach at all.', 'A fence had been erected to help people know where the coastline was.', 'And boats were behind the fence.']",45-54
"['getting some jewelry for the big day', 'these look great with the dress .', 'new lipstick | thankfully it does not smear .', 'my soon to be husband looking good .', 'a new married couple has made it .']","['And was very happy to be in the field.', 'And was very happy to be in the field.', 'And was very happy to be in the field.', 'And was very happy to be in the field.', 'And was very happy to be in the field.']",25-34
"['all the kids are gathered together for the event .', 'they are happy to watch the motorcycles drive past .', 'it is getting a bit late | time to start the fireworks show .', 'we all got our own sparklers to use .', 'what a great night with a great show !']","['Waiting for the parade to start.', 'It started but where are the floats.', 'Parade ended firework time.', 'I like sparkles but I want more.', 'The real firework show started.']",35-44
"['it was a fantastic day to take a boat ride .', 'the air and ambiance made couples feels lucky to be together .', ""as they got closer to the bridge | they could truly appreciate it 's size ."", 'a great photo from underneath shows the intricate construction .', 'back on land once again | they looked fondly at the bridge with memories they would cherish forever .']","['The day is beautiful for a tourist boat ride.', 'All of the people on the boat seem to be enjoying the tour.', 'People are amazed by the size of the bridge.', 'As the boat travels under the bridge, everyone looks up.', 'After the tour, people look at the bridge from the shoreline.']",35-44
"['we decided to take a group tour this weekend .', 'we visited many areas including this ancient building .', 'it was extremely large and you can tell it was old .', 'we even went scuba diving !', 'everyone was tired and ended up relaxing at the beach .']","['We decided to take the family on a tour.', 'The area we visited had a lot of old, crumbling buildings.', ""Let's leave here and go to the beach."", ""Here's my son scubadiving."", ""I'm going to just stay here with the rest of the family and relax on the beach.""]",45-54
"['everyone int he family loves when grandma makes her chocolate lamb .', 'it is an intensive process | involving baking | basting | and molding chocolate .', 'it also involves sprinkles for the little kids .', 'grandma loves making this for the family .', 'and the finished result is both delicious and beautiful .']","['Their family makes and loves lamb shaped cakes.', 'The process includes molding and involving a brush for the fine details.', 'Sprinkles are put on by the kids and involves no effort.', 'The family loves when grandma comes to help.', 'The result is a finished and delicious cake.']",35-44
"['[male] | [male] and i decided to go ice fishing . we are drilling the hole so we can fish .', '[male] is getting everything ready for the next day .', 'here is [male] at 7:00am', ""and here 's [male] at 2:00 pm still waiting for the first bite ."", '[male] got his first bite right before nightfall .']","['Together, with a little bit of effort they drill through the very ice and down into the watewrs below.', 'Once they have their hole drilled they thread their bait onto hooks.', 'All that remains is to set up their camp chair, drop their hooks in the water and wait.', 'Patience is the key as the sun slowly moves across the sky.', 'Finally, as the sun sets and the day draws to a close, they pack up their catch in buckets to return to the warmth of home.']",25-34
"['the beers were great in relaxing my friends .', 'we chilled on the couch and watched some television .', 'many of my friends showed up for the event .', 'i told my brother and sister to get a quick picture .', 'in the living room | most of my friends laughed and joked .']","['The dog was ready to go.', 'The dog was ready to go.', 'The dog was ready to go.', 'The dog was ready to go.', 'The dog was ready to go.']",25-34
"['i visited my aunts house over the weekend and checked out her garden .', 'the trees and lake by her house were awesome to see again .', 'i have never met someone who puts so much effort into her craft .', ""my uncle also helps out with the process even though he does n't always want to ."", 'they have a photo of [female] with her baby [male] as well .']","['IT IS A FLOWERS', 'IT IS A TREE', 'IT IS A NICE PLACE', 'IT IS A GARDEN', 'IT IS A ART']",25-34
"['we had a fantastic halloween party .', 'people dressed up as all sorts of different people .', 'we watched classic scary movies .', 'dracula was my favorite .', 'then we watched the big lebowski .']","['THE ARE IN MARIGE', 'THE MAN WAS WALKING', 'TWO MANS STANDING UNDER THE TREE', 'THE DRIVE IN CYCLE', 'THE GIRL WAS STANDING']",12-17
"['the halloween party was great last night .', 'there were a lot of people that showed up .', 'some of the costumes were very silly .', 'i had a great time taking pictures of everyone .', 'i hope we do something like that again next year .']","['The Halloween night party was cool.', 'There was a lot of people.', 'Some people wore silly costumes.', 'I took some time taking pictures.', 'I hope we can have another amazing party.']",18-24
"['[male] guards and military in their best dress | due to a sad day for the royal family .', 'everyone is watching from the buildings above as the royal family and friends arrive to the funeral . guards await and stand guard out of respect .', '[male] guards stand guard as royal family and guests make entry into the building .', '[male] guards await the arrival of the royal family and friends .', ""military salute and guards stand at attention to pay respects of royal 's body arriving at funeral .""]","['The royal military is participating in a sad event today.', 'The crowd stands in respect watching the royal event.', ""The royal prince is going into the queen's castle."", 'The royal guards watch over the prince to keep him safe.', 'As the procession goes by the guards give a salute.']",55-74
"['the hipsters got together to have a dinner together .', 'they took pictures of all the different artwork .', 'then they all shared stories .', 'they had a few laughs and a good time .', 'after that they sat down for a few beers .']","['The Men With Beards Club was having a gathering.', 'They were fond of teasing each other about fashion choices.', 'Some of the guests of the Men With Beards  intentionally wore unusual shirts.', 'Some of them wore wild eye glasses.', 'When the party started everyone, no matter what they wore, had a great time.']",55-74
"['this military man is here to speak on behalf of his colleagues .', 'he is awarding and pinning the award on a fellow soldier .', 'the men are taking a picture to capture this moment .', 'someone else is participating in taking a picture .', 'there is a photo opportunity for the soldiers and their family members .']","['I was chosen to speak to my fellow military colleagues.', 'This soldier was pinning a medal on a fellow soldier.', 'He told me to stop taking pictures for a moment.', 'He said ""Stop taking pictures and participate""', 'There will be a photo opportunity for soldiers at the end.']",25-34
"['the sign was amazing how it came out of the wall .', 'i had to dress like a hot dog .', 'there was a lot of artwork there .', 'the skull was a fan favorite .', 'i liked the murals on the wall .']","['EVERYONE DRESSED UP FOR THE NIGHT', 'A MAN DRESSED AS A HOTDOG', 'ONE MAN DRESSED IN A COLORFUL OUTFIT', 'THE DECORATIONS WERE GREAT', 'IT WAS A GOOD NIGHT']",25-34
"['the gathering tool place last month .', 'they went over the briefing .', 'discussion about the church began .', 'some listened intently .', 'others displayed passionate opinions .']","['The priests gathered for their monthly meeting.', 'The leader of the group read through the adgenda.', 'The priests discussed the items included in the adgenda.', 'The leader of the group listened to their arguments.', 'He then expressed his own opinions.']",35-44
"[""it was little [female] 's birthday ."", 'they all brought her presents but all she wanted was the cake .', ""she could n't keep her hands off the cake ."", 'even little benji looked on like [female] was crazy for cake .', 'little [female] covered her little hands in the cake .']","['The girl is having her birthday party.', 'She gets the first bite of cake.', 'Her hands are all sticky with frosting now.', 'Everyone gets some of the cake, and the mess too.', ""Although, the girls isn't very happy about sharing after she realizes what that means.""]",18-24
"['welcome to the coastal celebration . this was the second place we visited .', 'the meeting hall in the coastal . no one came early !', 'what a great view we had of the ocean . right before the sun shined .', 'some of the best coffee you will drink is here | at the location location .', 'on the way home from a great meeting . we will see you soon coastal celebration .']","['While at our conference we visited the Coastal Celebration.', 'It had a great meeting hall with a coastal view.', 'During break we could sit out side in the sunshine and view the ocean.', 'This location also had a great place to drink coffee.', 'After the meeting we headed home from meeting at the Coastal Celebration.']",55-74
"['as we turned the corner to west ninth street | we could hear the ocean calling .', 'finally ! the ocean is finally in sight after two days in the car !', 'the beach was nearly empty and it felt like our very own private getaway .', '[female] showed us her favorite botanical garden nearby the beach .', ""i 'd never seen so many beautiful flowers !""]","['9th street is a very nice part of town.', 'It is located by the ocean.', 'The beaches that surround the area are very beautiful.', 'People come to view the gardens for the many types of flowers that are grown there.', 'Tulips are one of the magnificent varieties of flowers.']",18-24
"[""they could n't believe their eyes when they saw the countryside ."", 'the loved the big leaves on the trees .', 'the food was amazing at the inn .', 'the crab cakes were absolutely delicious .', '[male] could have eaten about 4 more .']","['My vacation to the country was lovely', 'It was lush and green', 'I got to try some local specialties as well', 'The seafood was wonderful', 'I found some new favorite foods']",35-44
"['the belly dancer arrived for her first lesson of the day .', 'the photographer got good shots for the participants .', 'she showed them hand movements to go with the hips .', 'everyone enjoyed cake after class .', 'the gathered interest allowed for signups for the next session to happen .']","['The dancer attended a party with friends.', 'The hippie photographer was circling around taking pictures.', ""He couldn't help taking so many pictures of the dancer's hips."", 'The photographer tried to distract himself with cake.', 'While his friends had a little gossip session.']",18-24
"['girls are having fun on their night out .', 'the two girls pose with the art drawing .', 'the girl has two drinks in her hands having fun .', 'the two girls with drinks at the bar .', 'the two men and female are having conversation in a vehicle backseat .']","['The girls were together ready for a night of fun.', 'First off, they set to strike a pose for the evening selfie.', 'Evidence of the fun they were having.', 'They had plenty of drinks to go around.', 'And plenty of good conversation.']",35-44
"['the bumper car was fast and swift .', 'i took a picture with my family after the ride .', 'they caught a good picture of me smiling .', 'the theme park was really interesting .', 'my favorite part was the ride that was somewhat like a ski lift .']","['He had a great time on the hike.', 'He had a great time on the hike.', 'He had a great time on the hike.', 'He had a great time on the hike.', 'He had a great time on the hike.']",25-34
"['today we moved into our new house .', 'all the guys showed up to help | which was great .', 'it took some effort | but with the promise of pizza and beer they figured out how to get it inside .', 'a quick heave ho and they were through the door .', ""now it 's time for a break .""]","['Robert finally bought is dream home.', ""He's so thankful to have family to help him move in."", 'They take his items up the long driveway.', 'With just a little difficulty, they manage to hoist the items into the home.', 'Everyone celebrates a job well done, feeling goofy and accomplished.']",25-34
"[""it was this guy 's birthday | so we took him to a restaurant ."", 'his family was all there | and everyone was present .', 'everyone was excited to be there . they all love the guy .', ""many of them had n't seen each other in ages | so this was a good reunion ."", 'everyone had a good time .']","['Polly was given a birthday luncheon by her coworkers at the hospital.', 'Harriet and Hannah were all smiles at the party.', 'John and Teresa paired up for a picture to remember the occasion.', 'The whole crew was there to help Polly celebrate.', 'John had extra slices of cake.']",45-54
